,,,,,,,,,cm,,Month/day/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,μg C/g soil,umol/g soil or nmol/g soil/hr,,ug NH4-N/g soil        ,Scale 0-14,μg C/g soil,%,,,,,,g/cc,%,,,%,ugN/g soil,,,μg N/g soil,Ratio,,ug NH4-N/g soil,,Status,Project links,Timestamp,,,,,,,,,,,,,,,,,,,,,,decimal degrees,decimal degrees
,AFRI-2020,Preclearing Baseline,40 ton compost,,Own,2024-0439,2019-0121,020-0081-2024-0240,0,15,12/14/2022,Oahu,,,crop land,Continuous,,1835-1970,#N/A,not available,Unmanaged/abandoned,,,,Camelina/Vegetable-2,,Forage,No change,Synthetic blend,,,,,,,,,#VALUE!,None,,Yes,,Surface Drip,Weeds,Makiki,,,Pasture,PIAL,47.92,Andisol,Gypitorrert,Humult,HAC,,2.07,197.193,15.92416205,38.72,78.8,7.88,170,101.51,10.7043369,1.00,,0.58,0.95,,39.65,0.00,1.00,0.12,#N/A,#N/A,24.86,8.49,9.882352941,#N/A,0.78,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,#N/A,#N/A,,,,,,469,,0.62,,232,,,,,,,,,,,21.235949,-159.236107
1775,ORCD,Baseline,,,,2023-0426,2019-0122,017-0144-2023-0135,0,15,04/20/2023,Oahu,,128,Protected forest,>30 yrs,Cropland,,#N/A,,,,,,102,247.48,Weeds/Unmanaged,Commercial veg/fruits,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,None,,Yes,Yes,None,Weeds,Ookala,,,Conventional cropland,PIAL,,Histosol,,Humult,LAC,,,343.853,68.87,39.34,,,980.7,59.99,23.01726457,0.70,,0.59,0.30,1.17,,0.78,0.00,0.45,15.51,52,#REF!,23.66,6.823811245,9.000673152,0,,Done,https://docs.google.com/spreadsheets/d/16vOfuaO-7wjY4aZkgjh6N8wdHOK1Ohe130j1QIxvXms/edit?usp=sharing,7/10/2024,scoring_function_noPIALv2,10/15/2024,,,3396,,,,0.44,319,,#N/A,,,,,,12.55760709,,,,21.078928,-155.204170
137,ORCD,,,,Lease,2024-0312,2019-0123,003-0021-2019-0147,5,20,9/12/23,Pohnpei,,5,Cropland,>30 yrs,Cropland,1949-2019,Pasture,,,,,,,,Orchard/tree crop,Commercial veg/fruits,Synthetic blend,#VALUE!,,#VALUE!,,,,,,,Disc,,No,No,None,Plastic Mulch,Puna,,,Conventional cropland,PIAL,,Mollisol,Kandiustox,Folists,PNCM,,15.31,19.85,80.1550189,23.19,11.11,7.07,236,253.52,48.4943,0.57,0.71,0.11,0.79,,5.39,#N/A,6.00,0.13,,#N/A,11.30,20.45,10.08333333,178.9704684,3.05,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,scoring_function_noPIALv2,10/15/2024,,,,,,,1.01,,81,8.33,17.84,,,,,,,,,20.357231,-155.921373
1183,Client Projects,,,,Lease,549,2019-0124,017-0041-2021-0603,0,15,8/27/2024,Oahu,,,Orchard,2022-2023,,1949-2019,Pasture,1976-2016,,,,,,,Forage,,Synthetic blend,,,,,,,,,,Disc,More than twice,Yes,No,,,Wahiawa,,,Pasture,None,,Mollisol,Haplohumult,,HAC,,4.18,,6.22,28.86,28.15,5.89,278,78.72,18.69,0.27,0.64,0.42,0.09,,13.86,14.09,#N/A,0.72,#N/A,59.61397603,10.48,,9.769230769,#N/A,6.84,,Done,https://docs.google.com/spreadsheets/d/1pQo3yk7sTzfCeFaGWk2K4cDxDQ7GfXOt71b2iiVU0fA/edit#gid=2114689344,7/10/2024,0.24,10/15/2024,#N/A,,,,421,,,,,,,,,,,,82,,,21.478308,-159.138318
1810,CIG-2020,Baseline,,,Own,2022-0143,2019-0125,011-0048-2024-0221,15,15,11-04-18,Puerto Rico,,2,Cropland,2012 to present,No change,201x-2022,#N/A,#N/A,,,,,80,4.9,Orchard/tree crop,Other,None,0-250 lb/ac/yr,,,,,,#VALUE!,,,None,,No,No,None,"Mulch (woodchip, leaf litter, other organic material)",Lolekaa,,,Not managed/abandoned,PIAL,high,Ultisol,Haplustoll,Torrert,PNCM,,15.84,43.64,77.49,24.04,32.44,7.1,353.55,35.33,32.62,0.18,0.68,#N/A,0.53,0.78,,0.09,,0.2,#N/A,,#DIV/0!,103.2757687,11.4587156,#N/A,1.74,,Done,34.11,7/10/2024,scoring_function_noPIALv2,#N/A,28,119,,,817,295,,,,,8.41,,,,,,,,,20.904002,-159.919025
1023,CIG-2020,,40 ton compost,,Lease,2025-0047,2019-0126,007-0022-2019-0211,0,15,12/14/2023,Puerto Rico,,13,Cropland,,Pineapple or sugarcane plantation,#N/A,Pineapple or sugarcane plantation,,,,,,EEA Fortuna 9,12,signal grass and volunteer species,Improved forage,Synthetic blend,n/a,,,,,,#VALUE!,,,None,,No,No,,"Mulch (woodchip, leaf litter, other organic material)",Lualualei,,,Conventional cropland,None,,Mollisol,,Ustept,HAC,,6.79,,20.57,41,8.46,8.25,289.47,,66.974,0.69,0.09,0.53,0.11,1.21,84.51862541,0.13,2.00,0.08,#N/A,#N/A,#N/A,92.22175266,9.368421053,#N/A,5.64,,,#N/A,10/4/2023,scoring_function_noPIALv2,10/15/2024,,22,,,275,,,,,,,,,,,#REF!,,,,19.753757,-155.552658
,Department of Health,Round 1,Agroforest,,,2024-0404,2019-0127,023-0294-2024-0245,5,15,09/13/2022,Oahu,,15,Cropland,2006-present,Unmanaged/abandoned ag land,,#N/A,#N/A,,,,,98,0.001,Sakau,Commercial veg/fruits,None,,,,,,,#VALUE!,,,Disc,More than twice,No,,,Weeds,Waialua Series,,,Organic cropland,PIAL,,Ultisol,Placorthod,,HAC,,0.94,,50.25,50.36,45.34,7.02,1272.56,84.97,11.42,0.77,0.70,0.03,0.91,,10.79,0.02,0.00,0.66,,,42.7,64.24,8.430555556,,,,,#N/A,7/9/2024,scoring_function_noPIALv2,10/15/2024,,24,,2575,,,,,,,,,,,,,,,,20.093796,-159.355095
597,CIG-2020,,,,,2025-0090,2019-0128,023-0039-2024-0162,0,15,11/07/2023,Oahu,,17,Cropland,2018-2023,,,Pasture,,,,,,Avocado,2.4,,Commercial veg/fruits,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,Disc,,Yes,No,Other,Weeds,Umpump,,,Conventional cropland,None,,Andisol,Hydrudand,Ustox,HAC,,1.49,,40.97,15.76,23.74,6.32,1360.00,94.45,33.87,0.12,0.99,0.90,0.58,,,0.00,#N/A,0.16,39.79,#N/A,#N/A,167.18,10.93,,11.47,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,#N/A,scoring_function_noPIALv2,,,8,,,,,#N/A,,,2.34,#N/A,,#N/A,,,,,,,20.879509,-156.735335
,Kākoʻo ʻŌiwi,,,,,2024-0079,2019-0129,017-0146-2023-0140,0,15,,Oahu,,0.5,Agroforestry,2002-2019,Unmanaged/abandoned,1949-2019,Orchard,#N/A,,,,,P4- cover crop,5,Nothing/bare fallow,No change,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,None,,No,Yes,None,Weeds,Kula,,,Conventional cropland,PIAL,,Mollisol,Endoaquept/Palehumolt,,HAC,,17.85,309.6544681,210.77,13.35,10.72,5.28,,162.9,,0.99,0.23,0.43,0.35,0.52,,0.09,0.25,0.36,13.03,19.15611111,15.01,25.1,10.14782609,#DIV/0!,32.40,,Done,25.76,,0.84,,,,3208,257,,193,0.75,,,#N/A,#N/A,,,,,,,,,21.687740,-156.112846
929,CIG-2020,,,,Lease,2024-0397,2019-0130,,28,15,8/27/2024,Oahu,,1-3ac,Orchard,,Unmanaged forest,,#N/A,#N/A,,,,,6-5,229.99,Orchard/tree crop,Commercial veg/fruits,None,"500-1,000 lb/ac/yr",,,,,,,,,None,,Yes,No,None,Bare soil,Kohala,,,Unmanaged forest,PIAL,,Mollisol,Ustifolist,Torrert,HAC,,6.14,212.486,89.33072851,,8.97,6.12,458.3,93.38,21.85,,0.84,0.69,0.03,1.10,,#N/A,0.50,0.32,6.7,9.03,24.14,109.86,12.3,4.576827159,5.20,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,6.9,0.42,10/15/2024,,,,,,352,1.01,,,#N/A,#N/A,,#N/A,,,,,,,21.059123,-156.748884
1066,Magoon,WSARE-2019,,,,2024-0350,2019-0131,011-0074-2023-0306,0,15,7/10/2024,Oahu,,16,Agroforestry,2022-2023,,,,#N/A,,,,,,SITE 1 C,Lawn/yard/park,,Synthetic blend,250-500 lb/ac/yr,,,,#VALUE!,,,,#VALUE!,Roto,More than twice,No,No,No,,Kaipoioi,,,Conventional cropland,,,Oxisol,Haplustand,Ustand,LAC,,3.68,117.54,,41.94,102.12,6.42,1516.02,91.49,21.78,0.88,0.20,,0.22,0.5149,,#N/A,#N/A,0.74,#N/A,2.129786478,5.71,95.22,11.00,12.69559872,17.8,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,,scoring_function_noPIALv2,,,,2189,,,,,#N/A,,11.91,,335,,,,#REF!,72,,23_Long-Term Agroforestry Research/LTAR_HSH_SoilHealthDataAnalysis_NON-ANDIC_(LAC_HAC).xlsx,20.102887,-159.456443
253,CIG-2020,Baseline,,,,2024-0356,2019-0132,007-0029-2019-0230,0,15,10/3/2024,Maui,,200,Cropland,Unknown,Unmanaged/abandoned ag land,,Pasture,#N/A,Unmanaged/abandoned,,,,,,Protected forest,No change,Bone/blood meal,,,,,,,,,,Disc,,Yes,No,None,Bare soil,Ookala,,,Conventional cropland,,,Andisol,Gypitorrert,Aquept/Humolt,HIST,,5.53,62.537,,33.83,36.11,4.42,2085.85,119.87,17.79,0.25,0.19,#N/A,0.87,1.01,,2.23,2.00,1.49,23.3,85.61407848,,220.96,15.8,#N/A,40.9,,Done,https://docs.google.com/spreadsheets/d/1m61bmvtgS4Gqk0l3GPzsqmWNdHMV5PDIf8911iSWvEI/edit#gid=1076234657,7/10/2024,scoring_function_noPIALv2,10/15/2024,#N/A,,,2408,,,,,,,,,,,,,,,,21.375758,-157.654230
1286,CIG-2020,WSARE-2023,,,,2024-0233,2019-0133,011-0050-2022-0023,0,15,06/26/2023,Big Island,,23,Agroforestry,100 yr+,Cropland,Unknown,#N/A,#N/A,,,,,101,3.5,Orchard/tree crop,,Synthetic blend,"1lb per tree
and some extra this year, lb/tree
150 sacks",,,,#VALUE!,,,,#VALUE!,None,n/a,No,No,Other,Weeds,Waialua Series,,,Protected forest,PIAL,,Ultisol,,,PNCM,,8.94,84.191,63.88,82.3,14.29,6.56,175,128.71,3.83,0.21,0.42,0.78,0.18,,#N/A,#N/A,,0.31,#N/A,41.36373601,#N/A,64,,#N/A,4.49,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,,scoring_function_noPIALv2,10/15/2024,,,,,147,,,92,,,,,,12.9,,,,,,20.942110,-158.517533
1755,CIG-2020,,,,,SH-HARC-31,2019-0134,007-0022-2021-0475,0,15,11-21-20,Oahu,,10 acres,Orchard,2019-Current,2019-,,Unmanaged/abandoned,,,,,,,60,Orchard/tree crop,No change,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,None,More than twice,Yes,No,Sprinkle,,Wahiawa,,,Conventional cropland,,,Oxisol,Haplustox,,LAC,,8.87,,59.64,,15.97,7.28,471.07,105.67,,0.19,0.59,0.33,0.19,1.04,90.97,#N/A,0.75,0.26,#N/A,#N/A,26.02,170.42,8.72,12.68,,,,,3/9/2022,,10/15/2024,,,,,,23,0.75,,,,9.6,,,,1.3,45.01191258,,,,19.073754,-159.242937
423,CIG-2020,Baseline,,,Own,61,2019-0135,025-0019-2025-0046,0,15,11/07/2023,Oahu,,12,Unmanaged/abandoned,2016-present,Cropland,2004-2016,#N/A,#N/A,,NA,,,153,0.25,Agroforestry,Commercial veg/fruits,None,"500-1,000 lb/ac/yr",,,,,,#VALUE!,,,None,,No,No,drip irrigation,Weeds,Waialua,,,Conventional cropland,None,,Vertisol,Hydrudand,Humult,LAC,,1.16,193.18,43.49,,78.7,7.83,301.6926162,107.59,36.21920575,,0.66,0.73,#N/A,88.91,,#N/A,0.25,0.2,#N/A,#N/A,0.49,450.9,10.25,#N/A,38.83,,Done,,3/9/2022,,10/15/2024,,,#N/A,,,34,0.65,,,,4.01,,,7.9,,#REF!,,,,20.531633,-158.144013
952,Mark Thorne,,,,Lease,2024-0495,2019-0136,011-0126-2024-0129,0,15,04/20/2023,Oahu,,13,Cropland,30,Protected forest,#N/A,#N/A,1904-1994,,,,,85,5.8,Agroforestry,Orchard/tree crop,Manures,#VALUE!,,,,,,,,,Disc,Twice yearly,No,Yes,None,"Mulch (woodchip, leaf litter, other organic material)",Lolekaa,,,,None,,Andisol,Haplustand,Torrert,HAC,,10.02,28.76,40.65,16.05,,7.97,904.0506113,62.17,35.20581212,,0.57,0.50,0.20,91.6,68.81,,0.50,0.65,#N/A,#N/A,,57.31,14.8173913,#N/A,2.81,,,29.4,7.3,0.55,10/15/2024,,11,,,,,,,,5.61,,,,,,,42,,,21.376159,-156.428518
1986,UROP-2019,,,,Own,504,2019-0137,007-0022-2021-0495,,15,11/30/2023,Maui,,21,Managed forest,1975-2024,Unmanaged/abandoned ag land,,,#N/A,Cropland,,,,Kealaikahiki Aridisol 1,,Commercial veg/fruits,Commercial veg/fruits,Bone/blood meal,,,,,,,,,,Roto,n/a,Yes,No,None,"Mulch (woodchip, leaf litter, other organic material)",Kapua,,,Organic cropland,PIAL,,Mollisol,Gypitorrert,Ustoll,LAC,,4.78,,,9.3,-0.32,5.8,1477.58,169.70,0.78,0.07,0.88,0.32,0.88,0.62,#N/A,#N/A,#N/A,1.51,29.36,55.55022358,,148.82,12.78,#N/A,,,,,3/9/2022,,,,,,342,399,,,,,,,#N/A,,,,,247,,,20.019545,-158.038239
1144,Department of Health,,,,,2025-0058,2019-0138,006-0027--0191,0,15,7/17/2024,Oahu,,28,Cropland,2019-2021,Unmanaged/abandoned ag land,#N/A,Unmanaged/abandoned,#N/A,,,,,141,5,Forage,Unmanaged forest,Manures,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,None,None,Yes,,None,Living mulch,Lualualei,,,Protected forest,PIAL,,Oxisol,Eutrostox,Perox,HAC,,1.79,199.057,,5.82,,7.19,738,88.44,,#N/A,0.60,0.21,0.98,0.53,77.57763786,#N/A,0.25,0.26,#N/A,#N/A,#N/A,42.94,12.32,8.42,21.02,,,18.82,7/9/2024,scoring_function_noPIALv2,21,,,,,404,,,118,,,11.46,,#N/A,,,,,,,19.372941,-155.319715
1143,CIG-2020,,,,Own,2024-0237,2019-0139,023-0011-2024-0007,0,15,9/30/2024,Big Island,,Sample 1,,>30 yrs,,1949-2019,#N/A,#N/A,,,,,19,0.046 acres,Commercial veg/fruits,Managed forest,Synthetic blend,#VALUE!,,,,,,,,,,Other,No,No,Surface Drip,Weeds,Helemano,,,Organic cropland,None,,Mollisol,Gypitorrert,,HAC,,1.19,,30.51,9.23,-0.17,,,74,1.605730064,0.23,#N/A,0.96,0.51,0.37,43.01,0.22,4.00,1.13,,28.4554906,0.49,154.48,7.444444444,#N/A,8.10,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,8.1,scoring_function_noPIALv2,10/15/2024,,,,,,,,,,,,,,,,,,,,19.366565,-157.086010
838,,Baseline,,,Own,523,2019-0140,011-0048-2022-0101,0,,02/26/2024,Big Island,,14,Orchard,1970-2019,Unmanaged/abandoned,#N/A,,1900/1920-2002,,,,,Plot C Control 4,0.25,Dryland root crops,Commercial veg/fruits,Synthetic blend,,,,,,,,,,None,,Yes,Yes,Sprinkle,,Pulehu,,,Mixed conventional and organic,PIAL,,Entisol,,,LAC,,1.26,,103.89,15.48,37.46,7.77,228.33,80.69,15.37,,0.07,,#N/A,,66.41,#N/A,0.50,0.4,43.38,#N/A,,,9.22,#N/A,10.93,,Done,#N/A,3/9/2022,,,,,,,,,,,,,8.03,,,40.2,,,,,,19.656007,-157.966440
1357,Kākoʻo ʻŌiwi,,,,,2023-0045,2019-0141,011-0022-2021-0678,0,15,04/08/2020,Oahu,,60,Cropland,2021-current,2019-,#N/A,Unmanaged/abandoned,#N/A,,,,,,0.5,Orchard/tree crop,,None,"500-1,000 lb/ac/yr",,,,,,,,"500-1,000 lb/ac/yr",None,More than twice,No,No,None,"Mulch (woodchip, leaf litter, other organic material)",Lolekaa,,,Mixed conventional and organic,None,Low,Ultisol,Haplustoll,Ustert,HAC,,7.59,15.546,26.18,49.28,,8.34,244,,1.45,0.68,0.90,,0.65,,58.80566831,17.07,#N/A,,57.73,,49.77,323.91,0.02,#N/A,7.69,,Done,34.36,7.5,0.38,10/15/2024,,,#N/A,1181,,,,,,,,,,,,,,,,20.672331,-159.572719
1482,,,,,,2022-0140,142,011-0022-2023-0035,0,15,2025-05-16 00:00:00,Big Island,,28,Managed forest,2014-2024,Protected forest,1976-2016,,,,,,,WG,,Forage,Lawn/yard/park,Synthetic blend,,Compost (2019),,,,,,,,Roto,,Yes,No,Surface Drip,Weeds,Kaiwiki,,,Conventional cropland,None,,Oxisol,Haplustoll,Humult,HAC,,2.4,68.44,51.04,156.4,141.79,8.31,308.29,118.48,,,#N/A,0.54,0.03,#N/A,64.13830054,2.06,0.50,0.72,26.71642749,#N/A,#REF!,,10.50,#N/A,14.41,,Done,,,#N/A,,,,,,,,,,,,9.31,,,,,,,,,19.435075,-157.703115
1487,Kākoʻo ʻŌiwi,,,,,2021-0684,,011-0049-2023-0243,0,15,,Puerto Rico,,2,Orchard,2006-present,Unmanaged/abandoned,,#N/A,1904-1994,,NA,,,46,0.06 acres,Current plant cover,Weeds/Unmanaged,Synthetic blend,,,,,,,,,,None,More than twice,Yes,No,Surface Drip,Bare soil,Laumaia,,,Organic,PIAL,,Oxisol,Eutrotorrox,,HAC,,8.06,51.348,50.42,25.17,22.23,4.48,184,125.04,12.29,0.79,0.20,0.79,,0.35,,#N/A,#N/A,0.53,,,#N/A,245.06,10,4.929619116,24.64,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,7.8,scoring_function_noPIALv2,10/15/2024,,,,332,#N/A,,1.19,,178,6.1,21.54,#N/A,,,,,65,,,20.398228,-156.798090
998,Department of Health,Round 1,,,Own,2023-0379,,011-0084-2024-0040,0,15,1/8/2025,Big Island,,19,Cropland,2019-curent,Unmanaged/abandoned,#N/A,#N/A,,,,,,P5-cover crop-crotalaria,,Nothing/bare fallow,Commercial veg/fruits,None,#VALUE!,,10-20 tons/ac/yr,,,,,,,None,More than twice,No,Yes,Surface Drip,,Pulehu,,,Conventional cropland,PIAL,Low,Ultisol,Ustifolist,Udand,LAC,,5.95,28.57,90.19,,,8.37,512.12,80.86,23.26490572,0.56,0.85,0.79,0.16,,,#N/A,#N/A,0.18,44.51,#N/A,46.7,,8.608695652,#N/A,5.56,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,3/9/2022,scoring_function_noPIALv2,10/15/2024,,,2750,,,,,72,,,,#N/A,,,,,,,23_Long-Term Agroforestry Research/LTAR_HSH_SoilHealthDataAnalysis_NON-ANDIC_(LAC_HAC).xlsx,20.976480,-154.907273
788,Department of Health,,,,,507,,011-0082-2022-0112,0,15,10/10/2023,Big Island,,22,Protected forest,1980-2023,Unmanaged/abandoned,#N/A,#N/A,,fallow/unmanaged,,,,15,2.1,Current plant cover,,Synthetic blend,250-500 lb/ac/yr,,,,,,#VALUE!,,,None,More than twice,No,,Sprinkle,Weeds,Kekaha,,,Mixed conventional and organic,None,,Andisol,Calciargid,Torrert,HAC,,2.83,37.133,11.05,16.59,48.75,7.61,7099.24,151.51,38.25,0.05,0.79,0.26,0.33,,,#N/A,0.00,0.5,#REF!,#N/A,0.78,95.81672226,14.73333333,,4.42,,Done,48.13,#N/A,0.75,10/15/2024,,,,#N/A,,,#N/A,,,12.03,3.19,,,,,#N/A,,,,21.562231,-158.878104
1497,Mark Thorne,WSARE-2019,,,,2023-0447,,011-0001-2023-0167,0,15,2/8/21,Puerto Rico,,,Unmanaged/abandoned ag land,2019-curent,Unmanaged/abandoned ag land,#N/A,Pasture,,,2014-2017,,,HE-Pasture-2_Site-B,52,Unmanaged forest,Forage,Compost,,,,,#VALUE!,,,,,None,n/a,Yes,No,Surface Drip,Weeds,Lualualei,,,Agroforestry,PIAL,SKIP,Mollisol,Haplustoll,,HAC,,3.64,15.95,,20.52,79.97,7.19,1565.12,68.08,42.42,0.25,0.18,0.85,0.14,#N/A,3.238571912,#N/A,,0.18,#N/A,,15.50,,13.95,5.672093052,,,Done,28.26,,scoring_function_noPIALv2,,242,,,,288,,,,,,,1035,,,1.9,,,,,21.215350,-157.307113
1763,CIG-2020,Round 1,,,Own,2023-0184,143,007-0022-2021-0501,15,15,11/4/2020,Big Island,,31,Pasture,1980-2021,Cropland,1900-2009,1880-2000,,Pineapple or sugarcane plantation,,,,Field Q2,5,Weeds/Unmanaged,Commercial veg/fruits,Mineral,250-500 lb/ac/yr,,#VALUE!,,,,#VALUE!,,,Roto,,No,Yes,None,Weeds,Kapua,,,Conventional cropland,PIAL,none,Vertisol,Haplustoll,Ustox,PNCM,,1.79,36.435,31.11,10.32,123.82,6.54,143,60.75,51.63,,0.32,0.11,0.74,1.06,,#N/A,0.75,0.63,#N/A,0,,322.84,,#N/A,11.57,,,https://docs.google.com/spreadsheets/d/1vvr8eArKoytCODjnddGh5IJ8FjkEFDGUJxVxafpK9CY/edit#gid=1076234651,3/9/2022,scoring_function_noPIALv2,15,307,#N/A,2667,,,,,,308,,6.62,,,,,,,,,20.853151,-158.346538
718,CIG-2020,Baseline,20 ton compost,,,2024-0048,,025-0019-2025-674-0025,0,5,2/8/21,Oahu,,22,Cropland,2008-2022,Cropland,#N/A,,,,,,,Island Harvest Iole 1B Sample 2,,Agroforestry,No change,Synthetic blend,0-250 lb/ac/yr,,#VALUE!,,#VALUE!,,#VALUE!,,,None,Other,Yes,No,Surface Drip,,,,,Conventional cropland,None,,Vertisol,Acroperox,Humult,HAC,,,185.231,80.03,87.76,-0.58,,4133.1,86.28,,0.11,,0.04,#N/A,,84.83,15.69,#N/A,0.92,#N/A,,1.59,257,13.56805563,35.9,2.43,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,0.45,10/15/2024,,,,193,,17,,550,,,9.14,,,,,,,,,19.111393,-156.380791
326,SSH,Round 2,,,Own,2024-0067,,008-0023-2020-0383,0,15,2025-02-07 00:00:00,Oahu,,254,crop land,Continuous,Protected forest,1944-2014,,1950-1975,,,,,,1 acre,Row crop monoculture,No change,Synthetic blend,,,,,,,,,,Roto,,Yes,Yes,Sprinkle,Bare soil,Ookala,,,Conventional cropland,PIAL,Low,Mollisol,Gypitorrert,Aquept/Humolt,HAC,,5.85,17.560,59.35,,229.9,,304.2,97.63,0.35,0.79,0.81,0.34,0.39,0.99,31.35,,#N/A,0.47,20.39,39.73,,363.32,6.944444444,2.192094769,19.02,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,3/9/2022,,11,,,,,,,#N/A,,,,3.48,,,,,,,,,21.638141,-156.084791
367,CIG-2020,Baseline,Agroforest,,Own,2024-0304,,024-0225-2023-0441,0,15,10/10/2023,Oahu,,128,Cropland,1890-2024,,,,,,,,,T1C,,Current plant cover,,Bone/blood meal,,,,,,,,,,Spader,More than twice,Yes,,Sprinkle,Bare soil,Hanalei-Lolekaa,,,Conventional cropland,PIAL,,Ultisol,,Udand,PNCM,,3.43,25.49,93.93,25.59,3.38,6.82,1651.07,74.01,3.19,0.29,0.19,0.03,,0.68,73.43,#N/A,#N/A,0.34,#N/A,10.95,,130,9.733333333,#N/A,,,,,,scoring_function_noPIALv2,#N/A,,,,,392,,0.36,,481,1.33,,,,,,,,,,22.029154,-160.122862
908,CIG-2020,,,,Lease,2022-0117,,011-0001-2021-0668,0,15,04/20/2023,,,5,Protected forest,Continuous,Cropland,#N/A,,,,,,,7-6,0.25,Dryland root crops,Row crop monoculture,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,None,,Yes,Yes,Sprinkle,,Hilo,,,Managed forest,None,high,,Haplustox,Psamment,HAC,,3.45,369.86,82.69,26.9,0.89,7.58,349.55,78.11,64.74,,0.57,,,0.89,30.2061,0.00,0.25,0.4,#N/A,#N/A,0.18,,10.52542373,12.11323483,34.62,,Done,#N/A,7.6,scoring_function_noPIALv2,10/15/2024,,,5780,,417,,0.95,,413,,,,,,,,,,,21.668568,-157.203646
1917,SSH,Round 1,,,,2025-0187,144,011-0029-2022-0059,0,15,12/13/2023,Maui,,23,Pasture,,Pineapple or sugarcane plantation,1881-1947,#N/A,not available,,,,,Twin Bridge Conservation Cover 2,2,Agroforestry,,,,,10-20 tons/ac/yr,Fish meal,#VALUE!,,,,,None,,No,Yes,None,,Kapua,,,Conventional,PIAL,,Oxisol,Haplustand,Ustoll,HAC,,11.87,47.7926,95.01,8.40,14.16,6.56,,64.88,49.2,0.90,0.20,0.58,0.17,0.8,90.18,1.32,,0.09,#N/A,#N/A,54.06,217.16,11.68,#N/A,26.22,,,#N/A,3/9/2022,scoring_function_noPIALv2,10/15/2024,216,,,267,485,,,,107,,,,,,,,,,,20.413629,-157.277951
1115,UROP-2019,Round 3,,,Own,2024-0412,145,026-0344-2025-0031,50,,8/4/2023,Big Island,,29,Pasture,2017-2021,2019-,1980-2019,Pineapple or sugarcane plantation,#N/A,,,,,Farmer Practice-3,1.8,Row crop monoculture,Nothing/bare fallow,Bone/blood meal,0-250 lb/ac/yr,,,,#VALUE!,,,,,None,,Yes,Yes,,,Paia,,,Conventional cropland,None,,Mollisol,Sand,Ustox,PNCM,,7.25,21.47,132.714237,43.0304077,7.42,8.33,678.00,67.5,0.23,0.86,0.16,0.96,0.67,#N/A,104.51,9.45,#N/A,0.46,72.49,16.00178518,#N/A,65.58,13.43636364,#N/A,8.82,,Done,,,0.81,,208,56,,,#N/A,#N/A,,,,7.99,,,,,,,,,,19.643676,-159.612128
