,,,,,,,,,cm,,Month/day/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,μg C/g soil,umol/g soil or nmol/g soil/hr,,ug NH4-N/g soil        ,Scale 0-14,μg C/g soil,%,,,,,,g/cc,%,,,%,ugN/g soil,,,μg N/g soil,Ratio,,ug NH4-N/g soil,,Status,Project links,Timestamp,,
2027,CIG-2020,Round 1,,,,250,2018-319,011-0048-2023-0182,,15,03/11/2023,Big Island,Synthetic Big Island Site 508,,5,Unmanaged/abandoned ag land,2019-2021,,1900-2009,Pineapple or sugarcane plantation,,,,,,P7-cover crop-Cover Mix,,Row crop monoculture,Orchard/tree crop,Bone/blood meal,0-250 lb/ac/yr,,,,250-500 lb/ac/yr,,#VALUE!,,,"combination of disc, plough, and Rototiller in 2015 fo the establishment of the tree crop",,Yes,No,Surface Drip,,Kainaliu,20.497168,-158.130854,,,Pasture,PIAL,Low,Inceptisol,Palehumult,Ustert,LAC,,10.72,12.27,35.80,20.42,-3.82,6.76,2014.99,91.14,0.95,0.63,,0.73,0.93,,71.62420022,#N/A,6.00,0.11,#N/A,44.1,15.26,,10.77,#N/A,13.53,,Done,,,scoring_function_noPIALv2,10/15/2024
844,GM,Baseline,,,Own,287,2018-320,011-0085-2024-0085,0,,10/10/2022,Oahu,Synthetic Oahu Site 743,,5.8,Unmanaged forest,2013-current,Unmanaged forest,#N/A,Pineapple or sugarcane plantation,#N/A,,,,,RayDLC Plot 2 - Tinian Sample 4,10 acres,Commercial veg/fruits,,None,"500-1,000 lb/ac/yr",,,,,,,,,Roto,Yearly,Yes,No,None,Bare soil,Puna,21.680347,-157.724723,,,Conventional,PIAL,,Oxisol,,Ustox,PNCM,,6.88,,11.05,,111.35,7.95,1981.19,77.32,,0.81,0.68,0.16,0.79,,45.77,#N/A,1.50,,52.27,1.528857039,28.5,65.87,10.54,#N/A,1.06,,Done,58.65,7/8/2024,scoring_function_noPIALv2,8
1053,SSH,Baseline,,,,2023-0125,2018-321,016-0114-2023-0002,0,5,04/26/2024,Oahu,Synthetic Oahu Site 264,,5.8,Unmanaged forest,2006-present,Protected forest,1904-1994,Unmanaged/abandoned ag land,,,,,,5-1,2.13,Commercial veg/fruits,,Mineral,"500-1,000 lb/ac/yr",,,,,,,,,,,Yes,Yes,Sprinkle,"
leaf residue",La Luna,21.491056,-158.285168,,,Organic cropland,PIAL,,Histosol,,Ustand,LAC,,17.03,41.945,,27.82,,8.44,2344.68,115.76,0.98,0.76,#N/A,#N/A,0.48,0.7676,16.8303411,#N/A,0.00,0.45,#N/A,#REF!,#N/A,,,#N/A,4.24,#REF!,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,,scoring_function_noPIALv2,
646,SSH,,,,,537,2018-322,008-0023-2020-0422,0,15,07/06/2022,Big Island,Synthetic Big Island Site 065,,5,Cropland,2018-2024,Unmanaged/abandoned ag land,#N/A,Cropland,,,,,,SF1B,2,Weeds/Unmanaged,Row crop monoculture,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,Disc,,,Yes,None,"Bare_soil,Weeds",Alapai,18.989921,-156.106074,,,Conventional cropland,PIAL,,Andisol,Eutrustox,Torrert,HAC,,6.06,227.68,226.47,10.80,10.64,5.75,1118.02,73.41,11.42,#N/A,0.55,0.68,,,39.65,,0.00,0.13,#N/A,49.28267877,71.96,,13.60655738,1.78355553,,,Done,28.3,3/9/2022,scoring_function_noPIALv2,10/15/2024
986,UROP-2019,,,,Lease,2025-674-0044,2018-323,007-0005-2020-0251,0,20,6/20/2024,Oahu,Synthetic Oahu Site 561,,10,Orchard,,Cropland,#N/A,,2017-2020,,,,,IA3C,0.11 ac,Managed forest,Commercial veg/fruits,,"1,000 lb/ac/yr - 1 ton/ac/yr",Compost tea,,,,,,,,None,,none,Unknown,,Bare soil,Hanalei-Lolekaa,21.356194,-157.802838,,,Protected forest,PIAL,,Vertisol,Haplustoll,Torrert,HAC,,0.96,12.811,36.64,17.24,31.05,,163,59.86,21.03064544,0.94,0.66,0.19,0.18,,19.62,#N/A,,0.58,42.11,#N/A,#N/A,160.13,11.63,#N/A,37.64,,Done,#N/A,,0.38,8
143,CIG-2020,,,,Lease,2024-0267,2018-324,006-0027--0192,0,15,11-04-18,Oahu,Synthetic Oahu Site 849,,10,Orchard,2017-2021,Cropland,1854-2004,Pineapple or sugarcane plantation,,,,,,Tree Establishment 2,5.8,Nothing/bare fallow,Protected forest,None,0-250 lb/ac/yr,,,,#VALUE!,,,,,Mulboard,,No,,None,Weeds,Alapai,21.613989,-158.031752,,,Mixed conventional and organic,None,,,Dystrustept,Humult,HAC,,1.34,123.964,112.01,9.9,48.75,6.7,1453.88,66.73,,0.84,,0.29,0.96,,,7.65,,0.15,36.6,#N/A,#N/A,27.88,11.22,#N/A,,,Done,,10/4/2023,scoring_function_noPIALv2,
889,CIG-2020,,,,Own,2023-0104,2018-325,023-0011-2024-0016,0,15,02/26/2024,Oahu,Synthetic Oahu Site 497,,2,Orchard,2008-2023,Unmanaged forest,2006-2011,Cropland,#N/A,,,,,P5-cover crop-crotalaria,.0094 acres,Agroforestry,Weeds/Unmanaged,,,,,,#VALUE!,,,,,None,n/a,none,No,,Weeds,,21.482808,-158.197434,,,Mixed conventional and organic,PIAL,,Aridisol,Kanhaplohumult,Ustand,PNCM,,1.14,299.689,24.06,58.08,119.61,6.66,1453.839265,76.23,11.31,0.40,0.56,0.05,0.97,0.54,7.26,0.09,2.00,0.62,#N/A,66.19114564,#N/A,82.92,12.48421053,6.211559805,3.43,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,#N/A,,10/15/2024
1613,HARC,,,,Lease,211,2018-326,008-0023-2018-0319,,15,6/7/2024,Big Island,Synthetic Big Island Site 855,,23,Orchard,2000-2019,Cropland,#N/A,,1856-1941,,,,,HD1C,0.07,Forage,Commercial veg/fruits,None,,,,,,,,,#VALUE!,Disc,,Yes,No,Sprinkle,,Umpump,19.213228,-158.247445,,,Pasture,None,,Mollisol,#N/A,Argid,HAC,,1.31,267.449,82.73,50.65,,6.34,1273.71,,,0.01,0.73,0.07,0.95,1.13,,#N/A,,0.19,19.77,#N/A,#N/A,194.4,9.94,10.72,8.68,,,16.35,,scoring_function_noPIALv2,
798,Mark Thorne,Round 2,,,,2025-0077,2018-327,011-0001-2024-0312,0,15,10/24/2023,Oahu,Synthetic Oahu Site 707,,1,Cropland,2022-2023,,unknown,,1890-1990,,,,,Plot A Cam+Cam 1,,Commercial veg/fruits,No change,Synthetic blend,,,,,,,,,,None,More than twice,No,Yes,Sprinkle | Surface Drip,Weeds,Waialua Series,21.494872,-157.974994,,,Conventional cropland,None,,Oxisol,,,HAC,,7.94,,33.19,52.13,0.77,5.65,543.6,61.31,76.3633,0.56,0.31,,0.37,,,,1.50,0.14,48.5,,#N/A,,12.8,,44.71,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,,#N/A,14
1691,AFRI-Hawaii,WSARE-2019,,,,2023-0161,2018-328,011-0124-2024-0265,0,,11/07/2023,Oahu,Synthetic Oahu Site 972,,7,crop land,1970-2019,Cropland,#N/A,#N/A,1904-1994,,,,,15,0.044,Mixed | Weeds/Unmanaged,Forage,,None,,10-20 tons/ac/yr,,,,,,,None,Yearly,No,,Sprinkle,,Lualualei,21.508223,-157.738236,,,UPIAL,PIAL,High,Andisol,Hydrudand,Ustoll,PNCM,,6.55,42.82,135.2229618,13.38,,6.23,363.3,70.78,,,0.19,0.60,0.54,0.83,,0.31,0.00,0.18,#N/A,5.94,,,10.3,,7.92,,Done,#N/A,3/9/2022,scoring_function_noPIALv2,#N/A
882,Hannah Hubanks,Round 1,,,Lease,2023-0287,2018-329,007-0005-2020-0447,0,15,11-04-18,Oahu,Synthetic Oahu Site 356,,1.6 ac,Cropland,N/A,Cropland,,Do not know,1904-1994,,,,,A,0.25,Commercial veg/fruits,Forage | Nothing/bare fallow | Shrub | Unmanaged forest,Synthetic blend,,,,,,,,,#VALUE!,Disc,n/a,Yes,Yes,None,Weeds,Pulehu,21.520887,-158.123278,,,Pasture,,,Entisol,,Ustand,HAC,,0.97,41.6,62.14,18.64,34.39,5.28,248.35,126.61,2.5,0.21,0.25,0.76,0.71,,,0.71,0.50,0.13,,23.43,#N/A,,9.45,#N/A,6.65,,Done,24.11,8.1,scoring_function_noPIALv2,10/15/2024
1561,CIG-2020,1,,,,2024-0099,2018-330,008-0204-2023-0364,0,20,8/28/2019,Big Island,Synthetic Big Island Site 839,,10,Pasture,2019-curent,Cropland,#N/A,Agroforestry,1950-1980,,,,,HD3D,,Weeds/Unmanaged,Unmanaged forest,,,,,,,,,,,Other,None,No,No,Sprinkle,Weeds,Waialua,21.816420,-158.500782,,,Protected forest,PIAL,,Oxisol,Haplustoll,,HAC,,21.52,45.69,,7.713661013,-3.86,5.12,1838.81,55.59,22.15,0.78,#N/A,0.06,0.04,0.78,,2.64,,0.15,39.34,#N/A,#N/A,13.81,11.86,#N/A,2.14,,Done,,3/9/2022,0.5,10/15/2024
1726,AFRI-Hawaii,Round 1,,,,2024-0368,2018-331,017-0041-2021-0611,0,15,8/7/2020,Puerto Rico,Synthetic Puerto Rico Site 379,,3,Cropland,Agroforestry,Unmanaged forest,#N/A,#N/A,1904-1994,Cropland,,,,87,0.046 acres,Nothing/bare fallow,Other | Weeds/Unmanaged,Bone/blood meal,,,,,#VALUE!,,,,,Disc,none,No,No,None,,Kula,19.622493,-156.748127,,,Agroforestry,PIAL,,Oxisol,Haplustoll,Ustand,HAC,,1.18,126.71,108.21,11.39,0.94,6.15,526.00,55.86,46.06,0.91,0.24,0.84,0.34,,,#N/A,0.00,,6.84,,#N/A,184.25,10.10126582,38.31011851,1.43,,Done,https://docs.google.com/spreadsheets/d/1hHnR16Pm-SD0TlAZSCGVcxEi1iMQjoB3UhMNWIC99hI/edit?usp=sharing,3/9/2022,,
108,CIG-2020,,,,,2023-0269,2018-332,006-0027--0194,0,15,03/14/2024,Oahu,Synthetic Oahu Site 568,,2,Pasture,2014-2024,Unmanaged forest,#N/A,,,,,,,,.0099 acres,Agroforestry,,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,None,Other,Yes,Yes,None,Weeds,Kainaliu,21.621985,-157.868733,,,Conventional cropland,,,Mollisol,,Torrert,PNCM,,19.15,,51.21,5.91,1.26,6.39,311.3,139.04,21.78,0.67,#N/A,,,0.71,48.38390436,,,0.15,#N/A,#N/A,25.20,,13.86,,4.64,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,10/4/2023,scoring_function_noPIALv2,#N/A
1899,CIG-2020,Baseline,,,Lease,2024-0019,2018-333,011-0126-2023-0074,0,15,3/21/2023,Maui,Synthetic Maui Site 553,,,Cropland,>30 yrs,,#N/A,#N/A,#N/A,,,,,3-1,5,Cover crop/legumes-canavalia,No change,Synthetic blend,n/a,,,,,,,,,None,More than twice,Yes,No,Surface Drip,Weeds,Pulehu,20.833599,-156.530493,,,Not managed/abandoned,PIAL,,Oxisol,Haplustox,,PNCM,,4.18,29.33,113.54,35.91,69.17,8.01,1374.34,87.24,5.21,0.20,0.20,0.86,0.13,,48.0913336,,3.00,0.63,#N/A,#N/A,15.42,92.44,10.46153846,#N/A,,,Done,https://docs.google.com/spreadsheets/d/16vOfuaO-7wjY4aZkgjh6N8wdHOK1Ohe130j1QIxvXms/edit?usp=sharing,,scoring_function_noPIALv2,8
1932,AFRI-Hawaii,,,,Own,2024-0175,2018-334,011-0082-2023-0277,0,15,2/6/2024,Big Island,Synthetic Big Island Site 252,,5 acres,Pasture,2014-2024,Unmanaged/abandoned ag land,#N/A,Pasture,,,,,,Plot B Cam_Veg 3,.008 acres,Unmanaged forest,Commercial veg/fruits,None,0-250 lb/ac/yr,,,,,,,,,None,,No,,,Plastic Mulch,Waialua Series,20.063963,-158.791588,,,UPIAL,PIAL,High,Mollisol,Calciargid,Ustoll,HAC,,1.37,28.64,36.28,88.06,23.38,4.41,2691.3,111.3,11.65,0.50,0.29,0.39,0.09,,41.78546032,#N/A,,0.12,#N/A,#N/A,14.20,237,9.355932203,#N/A,3.52,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,0.26,10/15/2024
1880,CIG-2020,,,,Own,2025-0046,2018-335,025-0019-2025-674-0040,0,15,6/20/19,Oahu,Synthetic Oahu Site 972,,18.82,Unmanaged/abandoned ag land,1998- 2019,Cropland,,Unmanaged/abandoned,1950-2014,"Compare boudaries for sugar, looks like no plantation. Talk to Jonathon",,,,ʻ7-5,3.5,Orchard/tree crop,Weeds/Unmanaged,None,,,,,,,#VALUE!,,,None,Other,,No,Sprinkle,"Mulch (woodchip, leaf litter, other organic material)",Pulehu,21.688601,-157.936608,,,Forest,PIAL,high,Andisol,Haplustert,Torrert,HAC,,16.52,66.28,48.87,23.37,71.05,6.84,1318.65,102.64,37.61,0.34,0.87,0.78,0.50,59.68,,#N/A,#N/A,0.22,31.8,54.2915889,#N/A,50.66,7.84,#N/A,66.79,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,,,
1489,CIG-2020,,,,Own,2021-637,2018-336,011-0049-2023-0255,0,15,3/4/2023,Big Island,Synthetic Big Island Site 274,,0.49,City/state park,1975-2024,Unmanaged forest,#N/A,,,,,,,Kona Tiki Compost + Perennial 3,,Orchard/tree crop,No change,Synthetic blend,1-5 tons/ac/yr,,,,,,,,,combo chisel and disc,,,Yes,Surface Drip,,Wahiawa,20.565128,-159.220003,,,Pasture,None,,Mollisol,Haplustoll,Torrert,PNCM,,,114.28,14.26,102.23,,7.73,511.00,56.62,71.44,0.06,0.78,0.85,0.12,,49.16321218,0.10,#N/A,0.62,#N/A,#N/A,#N/A,,13.5,#N/A,5.99,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,6.9,scoring_function_noPIALv2,10/15/2024
525,Kākoʻo ʻŌiwi,Baseline,,,Own,2024-0024,2018-337,007-0031-2020-0264,0,15,6/30/21,Big Island,Synthetic Big Island Site 723,,60,Orchard,2005-2021,Pineapple or sugarcane plantation,,Cropland,,,,,,23,,Row crop monoculture,No change,Synthetic blend,,,,,,,,,,None,,,No,None,Weeds,Ookala,21.215983,-154.830520,,,Protected forest,PIAL,,Vertisol,,Ustoll,LAC,,1.13,,49.84,18.21,27.82,6.69,583.67,123.63,1.10,0.05,#N/A,0.73,#N/A,,,3.74,0.50,0.31,#N/A,18.09635798,#N/A,24.97,8.846153846,#N/A,23.3,,Done,15.19,7/9/2024,scoring_function_noPIALv2,10/15/2024
1455,AFRI-Puerto Rico,,,,,2023-0272,2018-338,026-0302-2024-0365,0,15,2/7/18,Hawaii Island,Synthetic Hawaii Island Site 495,,5.8,Cropland,2022-2023,Cropland,,#N/A,#N/A,,,,,Kahumana Control 4,2.1,Commercial veg/fruits,No change,None,#VALUE!,,,,,,,,,None,,No,No,None,Weeds,Lolekaa,19.695794,-155.500062,,,Conventional cropland,PIAL,,Andisol,Haplustox,Humult,PNCM,,,54.05,,6.44,18.04,4.59,,137.87,43.33761897,0.27,0.28,0.75,0.90,,#N/A,0.10,#N/A,,43.90,2.725423729,24.24,34.58,16.59,11.56094274,,,Done,14.29,,scoring_function_noPIALv2,10/15/2024
1891,CIG-2020,WSARE-2019,,,Own,360,2018-339,017-0102-2023-0300,0,15,5/7/21,Maui,Synthetic Maui Site 918,,17,Cropland,1800- 2021,Unmanaged forest,#N/A,,#N/A,,,,,EEA Lajas 5,0.044,Commercial veg/fruits,Forage,None,"500-1,000 lb/ac/yr",,,,,,,,,Disc,"once, in the crop establishment",No,Yes,Sprinkle,Plastic Mulch,Corozal,20.704171,-156.636080,,,Conventional cropland,None,,Mollisol,Endoaquept/Palehumolt,,PNCM,,0.94,107.675,20.57,51.58350754,12.1,6.54,767.00,95.00,55.28,0.12,0.62,0.41,0.05,1.15,,#N/A,,0.78,#REF!,#N/A,#N/A,16.39,7.166666667,,39.43,,Done,,10/4/2023,0.16,10/15/2024
11,UROP-2019,Round 2,,,Own,2024-0127,2018-340,002-0015-2019-0081,0,15,7/5/2024,Oahu,Synthetic Oahu Site 278,,128,Unmanaged forest,100+,Cropland,,Orchard,#N/A,,,,,96,,Row crop monoculture,Commercial veg/fruits,None,"500-1,000 lb/ac/yr",,,,,,,,#VALUE!,Other,,No,Unknown,Surface Drip,,Lualualei,21.320305,-158.295042,,,Conventional cropland,,,Histosol,Gypitorrert,,PNCM,,6.92,,9.04,71.63,198.95,4.88,882.0317452,63.43,3.07,0.91,0.14,0.55,0.65,#N/A,,#N/A,#N/A,0.22,35.08,14.47735118,0.49,123,10.96,#N/A,0,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,3/9/2022,,10/15/2024
2032,CIG-2020,Baseline,Row Crop,,Other,,2018-341,011-0063-2024-0384,0,15,8/14/2019,Oahu,Synthetic Oahu Site 879,,36,Cropland,2006- present,Pig farming,,,NA,,,,,,1.5 acres,Forage,Commercial veg/fruits,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,0-250 lb/ac/yr,,,,,,,None,,No,Yes,drip irrigation,,,21.639058,-157.663095,,,UPIAL,PIAL,,Mollisol,Endoaquept/Palehumolt,Ustoll,LAC,,2.46,333.727,67.57,38.29,9.58,5.93,203,64.91,49.01077376,0.85,0.53,0.39,,,18.83,#N/A,0.25,0.35,3.41,#N/A,,40.24,9.5625,12.15085056,,#N/A,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,#N/A,10/15/2024
381,CIG-2020,,,,,2023-0320,2018-342,016-0046-2021-0647,0,15,9/12/2023,Oahu,Synthetic Oahu Site 641,#N/A,27.33,,1880-present,,#N/A,,,,,,,,2,,Orchard/tree crop,Manures,"500-1,000 lb/ac/yr",,,,,,,,,None,More than twice,Yes,No,None,Plastic Mulch,Lolekaa,21.639519,-158.264082,,,Protected forest,PIAL,,Mollisol,Calciargid,Ustoll,PNCM,,7.02,134.986,13.73,13.9,227.14,,,86.44,23.89,0.84,0.70,#N/A,0.40,0.56,#N/A,4.20,#N/A,0.4,#N/A,#N/A,16.36,,11.71212121,#N/A,80.7,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,7.9,scoring_function_noPIALv2,10/15/2024
102,AFRI-2020,,,,Own,41,2018-343,011-0281-2024-0186,0,15,7/31/2024,Oahu,Synthetic Oahu Site 457,,10,Pasture,100+,Unmanaged forest,,Pasture,,,,,,76,"40 acres, 20 under trial ",Orchard/tree crop,Commercial veg/fruits,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,#VALUE!,None,More than twice,Yes,Yes,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Makiki,21.570797,-157.733455,,,Managed forest,PIAL,,Andisol,,Torrert,HAC,,2.18,25.296,36.74444637,10.82,164.47,7.56,345.45,,2.588420496,1.00,0.71,0.98,0.23,,33.54,#N/A,0.50,0.21,#N/A,0.8764410022,#N/A,,,#N/A,68.18,,Not initiated,https://docs.google.com/spreadsheets/d/1GwyqgNpfRC3okTlhCzqqJyHaifJUn20q7L_JJRwf6fA/edit,,scoring_function_noPIALv2,10/15/2024
1864,,WSARE-2030,,,,SH-NTBG-12,2018-344,011-0126-2024-0134,0,15,11-04-18,Big Island,Synthetic Big Island Site 354,,120,Agroforestry,2019-curent,,#N/A,#N/A,1900-1995,,,,,Hawaii Golden Sunhemp 5,12,Agroforestry,No change,Synthetic blend,,,,,,,,,,Roto,,No,Yes,None,,Helemano,21.314820,-154.871759,,,,None,high,Inceptisol,Dystrustept,Ustoll,HAC,,3.7,55.740,49.47,11.92597234,89.52,5.83,1163.24,122.77,15.47,0.58,0.85,0.07,0.76,,58.49466334,1.88,4.00,0.8,46.57,0,37.14,,,#N/A,0,,Done,https://docs.google.com/spreadsheets/d/1GwyqgNpfRC3okTlhCzqqJyHaifJUn20q7L_JJRwf6fA/edit,3/9/2022,scoring_function_noPIALv2,
246,HARC,Round 1,,,Own,2021-0621,2018-345,011-0048-2024-0219,0,15,2025-04-25 00:00:00,Oahu,Synthetic Oahu Site 840,,128,Cropland,,No Change,1945-1966,Agroforestry,,,,,,Hua Orchards Plot B Sample 3,,Orchard/tree crop,Unmanaged forest,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,,,More than twice,Yes,No,Surface Drip,,Kaiwiki,21.284364,-158.215759,,,Pasture,PIAL,,Mollisol,,Torrert,HAC,,1.26,57.1,119.31,8.69,10.28,6.75,175,128.65,1.03,0.56,0.39,0.71,0.04,0.5,48.1119,#N/A,#N/A,0.12,72.56,#N/A,#N/A,116,11.08,8.488047896,1.40,,Done,,,scoring_function_noPIALv2,
82,CIG-2020,Round 2,,,Own,SH-CM-11,2018-346,022-0311-2024-0469,0,15,5/23/2024,Oahu,Synthetic Oahu Site 424,,5 acres,Cropland,2019-curent,Pineapple or sugarcane plantation,,#N/A,,,,,,23,,Orchard/tree crop,Weeds/Unmanaged,None,"500-1,000 lb/ac/yr",,,,,,,,,None,More than twice,Yes,none,None,Plastic Mulch,Fraternidad,21.442794,-157.983152,,,Agroforestry,,,Inceptisol,,,PNCM,,3.55,70.94,30.75,24.18,,7.85,616,,47.34,0.11,0.68,,0.31,,18.08,2.01,#N/A,0.78,,#N/A,#N/A,161.71,9.928571429,#N/A,0.93,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,5.5,scoring_function_noPIALv2,10/15/2024
1545,CIG-2020,Baseline,,,Lease,2024-0381,2018-347,023-0084-2024-0146,0,15,7/8/21,Maui,Synthetic Maui Site 660,,undefined,Cropland,2022-2023,,1990-2005,#N/A,,,,,,12,,Nothing/bare fallow,Commercial veg/fruits,,0-250 lb/ac/yr,,#VALUE!,,,,#VALUE!,,,,,No,Yes,Surface Drip,Weeds,Kainaliu,21.048050,-156.342277,,,UPIAL,PIAL,,Andisol,,Humult,PNCM,,,49.67,0.28,7.87,154.02,6.73,281,74.93,5.16,0.63,0.26,0.24,0.13,62.29,31.26,0.49,1.00,0.49,16.25,20.92451411,4.08,43.74,12.71,#N/A,18.25,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,7.9,0.31,10/15/2024
1157,C-Maiki,,,,Other,526,2018-348,011-0124-2024-0257,0,15,12/13/2022,Oahu,Synthetic Oahu Site 252,,,,,Pasture,1994-2013,Unmanaged/abandoned,#N/A,,,,,Cowpea 1,2.1,Protected forest,Row crop monoculture,None,0-250 lb/ac/yr,,,,,,#VALUE!,,,None,,Yes,,None,Bare soil,Hanalei,21.360154,-157.900054,,,Organic cropland,PIAL,,Oxisol,,,PNCM,,16.35,239.823,7.28,47.16,,7.82,176.94,,4.64,0.80,0.25,0.70,0.17,0.65,,27.14,0.50,0.17,17.95,54.37,#N/A,29.75,13.52173913,75.07,21.72,,,https://docs.google.com/spreadsheets/d/1v-gX-zrJah2fKYf8qvFhXk_jvuS8YSDcctUnHklNBGU/edit#gid=364531522,7/9/2024,scoring_function_noPIALv2,10/15/2024
608,CIG-2020,,,,,498,2018-349,011-0063-2023-0392,0,15,9/30/2024,Oahu,Synthetic Oahu Site 765,,454.67,Agroforestry,2015-2022,Unmanaged/abandoned ag land,#N/A,Pineapple or sugarcane plantation,,Unmanaged/abandoned,,,,16,,Orchard/tree crop,No change,Synthetic blend,,,#VALUE!,,,,,,,None,Other,,Yes,None,"Mulch (woodchip, leaf litter, other organic material)",Kapua,21.476515,-157.958062,,,Conventional cropland,PIAL,,Mollisol,Hydrudand,Cambid,LAC,,2.50,83.512,200.06,7.72,39.72,6.52,288.00,54.22,14.25,0.18,0.73,#N/A,0.68,#N/A,,,#N/A,0.36,,#N/A,6.32,29.60,9.363636364,#N/A,49.35,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,3/9/2022,scoring_function_noPIALv2,10/15/2024
837,Kākoʻo ʻŌiwi,Round 1,,,Own,2023-0100,2020-350,025-0019-2025-674-0009,0,15,3/21/23,Oahu,Synthetic Oahu Site 858,,23,Pasture,2017-current,Unmanaged/abandoned,,Pasture,,,,,,,,Nothing/bare fallow,No change,None,0-250 lb/ac/yr,,,,,,,,#VALUE!,Roto,Other,No,No,Surface Drip,Bare soil,Paia,21.616079,-157.848096,,,Mixed conventional and organic,PIAL,,Andisol,Haplustox,Ustand,HAC,,1.72,345.49,54.91,,-0.54,7.05,1582.08,97.09,52.27565779,0.25,0.84,0.32,0.14,0.97,,#N/A,0.25,0.14,17.72,#N/A,#N/A,39.00,,184.9599219,9.32,,Done,,3/9/2022,#N/A,10/15/2024
401,LTAR,,,,,SH-PL-1,2020-351,008-0023-2020-0405,0,15,12/20/2021,Oahu,Synthetic Oahu Site 698,,10,Unmanaged forest,2015-2022,Protected forest,#N/A,#N/A,#N/A,,,,,,5.8,Orchard/tree crop,Forage,Synthetic blend,,,,,#VALUE!,,,,,None,,No,Yes,Surface Drip,"Bare_soil,Weeds",Pulehu,21.491872,-157.845984,,,Pasture,PIAL,,Oxisol,Haplocambid,,PNCM,,3.45,240.895,38.05,36.59,,6.28,1665.86,85.81,4.23,0.21,0.29,0.07,0.16,,35.75,#N/A,,0.62,#N/A,13.75623696,12.16,66.92,11.50,13.59,,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,7,scoring_function_noPIALv2,10/15/2024
1092,,,,,,2023-0035,2020-352,002-0017-2019-0104,0,,12/12/17,Oahu,Synthetic Oahu Site 062,,1,Protected forest,2019-curent,Cropland,#N/A,,,,,,,L91M-T3,,Nothing/bare fallow,Commercial veg/fruits,None,0-250 lb/ac/yr,,,,,,#VALUE!,,,None,More than twice,No,Yes,None,Bare soil,Lihue,21.402147,-157.920763,,,Conventional cropland,PIAL,,Oxisol,,Ustert,PNCM,,1.86,44.7465,,0.5570856284,11.03,6.05,996.1,72.51,17.67,,,0.84,0.42,1.01,#N/A,35.16,0.50,0.2,#N/A,,45.39,,10.54545455,7.086740223,,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,7.1,scoring_function_noPIALv2,10/15/2024
